id,sex,age,marital,child,educ,source,smoke,smokenum,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,LG10negaff,MAH_1,COO_1,MAH_2
138.0,1.0,27.0,1.0,2.0,3.0,1.0,1.0,100.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,5.0,1.0,5.0,2.0,3.0,3.0,5.0,5.0,2.0,1.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,30.0,25.0,41.0,33.0,23.0,23.0,35.0,2.0,48.0,1.0,2.0,2.0,1.5185139398778875,3.6610514169408184,0.0031414738765394522,11.136865554292607
184.0,2.0,34.0,4.0,1.0,5.0,5.0,2.0,0.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,5.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,3.0,2.0,2.0,6.0,7.0,6.0,7.0,5.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,1.0,2.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,28.0,26.0,37.0,25.0,31.0,16.0,37.0,6.0,43.0,2.0,3.0,4.0,1.3979400086720377,6.771263966862631,0.04319952751936011,11.00690944157893
183.0,1.0,35.0,1.0,2.0,4.0,7.0,2.0,0.0,2.0,4.0,5.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,16.0,17.0,11.0,20.0,5.0,34.0,23.0,5.0,52.0,2.0,3.0,3.0,1.3010299956639813,1.4524863940886605,8.230486313564365E-4,10.863432644693011
144.0,2.0,43.0,4.0,1.0,2.0,2.0,2.0,"",4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,20.0,18.0,16.0,39.0,8.0,42.0,27.0,3.0,29.0,2.0,4.0,1.0,1.6127838567197355,7.211568108274179,0.019913378213156255,10.709394117212076
57.0,1.0,50.0,4.0,1.0,4.0,1.0,2.0,0.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,6.0,6.0,3.0,2.0,3.0,5.0,4.0,1.0,5.0,5.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,17.0,21.0,20.0,16.0,27.0,19.0,38.0,5.0,65.0,3.0,5.0,3.0,1.2041199826559248,0.33385729516802937,0.00318284391206705,9.650618044251708
491.0,1.0,57.0,4.0,2.0,4.0,6.0,1.0,200.0,1.0,3.0,5.0,3.0,1.0,5.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,1.0,5.0,5.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,5.0,1.0,4.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,3.0,5.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,4.0,4.0,14.0,15.0,25.0,37.0,7.0,30.0,25.0,3.0,57.0,3.0,5.0,3.0,1.568201724066995,3.372079460069482,4.857985764822853E-4,9.556242499092294
41.0,2.0,37.0,6.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,3.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,6.0,2.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,19.0,23.0,19.0,39.0,14.0,40.0,18.0,6.0,38.0,2.0,3.0,2.0,1.6334684555795864,5.862008814893537,0.030894850471412643,9.234222569580163
6.0,2.0,41.0,7.0,1.0,6.0,1.0,2.0,0.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,21.0,16.0,23.0,24.0,21.0,42.0,35.0,4.0,66.0,2.0,4.0,5.0,1.380211241711606,4.098175569382573,0.03565627658718011,9.215613561421055
157.0,2.0,19.0,1.0,2.0,3.0,7.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,2.0,2.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,17.0,14.0,22.0,36.0,9.0,44.0,21.0,3.0,37.0,1.0,1.0,2.0,1.5563025007672873,5.071013662509704,0.018358488296144473,9.045806688924452
287.0,2.0,25.0,1.0,2.0,5.0,1.0,2.0,0.0,4.0,2.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,4.0,4.0,5.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,1.0,1.0,4.0,7.0,7.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,1.0,5.0,4.0,3.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,5.0,4.0,5.0,26.0,25.0,27.0,39.0,20.0,33.0,36.0,9.0,66.0,1.0,2.0,4.0,1.591064607026499,0.6654242193689206,0.0061438534224315606,9.03069324332308
53.0,1.0,23.0,1.0,2.0,3.0,1.0,2.0,"",4.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,14.0,20.0,22.0,19.0,17.0,39.0,28.0,1.0,41.0,1.0,1.0,2.0,1.2787536009528289,2.910034036846378,0.010204610929408832,8.966103044117421
330.0,2.0,53.0,4.0,2.0,2.0,6.0,2.0,0.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,7.0,6.0,7.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,13.0,11.0,17.0,35.0,23.0,42.0,20.0,4.0,60.0,3.0,5.0,1.0,1.5440680443502757,9.888168960801268,0.03501476738349707,8.794407989329223
379.0,2.0,47.0,4.0,1.0,4.0,1.0,2.0,0.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,6.0,6.0,6.0,7.0,7.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,25.0,20.0,46.0,32.0,32.0,29.0,38.0,6.0,74.0,3.0,4.0,3.0,1.505149978319906,2.687482895797888,0.001991027475930945,8.700527494517132
