name,type,label,values,missingformat,missingValue1,missingValue2,missingValue3,width,decimals,measurelevel,role,attributes,dw_konstruct,dw_measocc,dw_instrument,dw_itemtext,dw_filtervariable
"Q30B","Numeric","Q30b. Did you purchase today?  Diet soda","{1=Yes}{2=No}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"Q30C","Numeric","Q30c. Did you purchase today?  Sports/energy drinks","{1=Yes}{2=No}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"Q30D","Numeric","Q30d. Did you purchase today?  Bottled water","{1=Yes}{2=No}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"Q30E","Numeric","Q30e. Did you purchase today?  Sweetened fruit drinks, or tea or coffee drinks","{1=Yes}{2=No}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"Q30F","Numeric","Q30f. Did you purchase today?  100% fruit juice","{1=Yes}{2=No}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"Q31","Numeric","Q31. Have you heard of or seen any information about Mixify or the Balance Calories Initiative of the ABA?","{1=Yes}{2=No}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"Q32","Numeric","Q32. If yes, where did you hear of Mixify or the Balance Calories Initiative (check all)","{1=On the internet}{2=At a store}{3=On a billboard}{4=On a bus advertisement}{12=On the internet and at a store}{13=On the internet and on a billboard}{23=At a store and on a billboard}{24=At a store and on a bus advertisement}{34=On a billboard and on a bus advertisement}{123=On the internet, at a store, and on a billboard}{124=On the internet, at a store, and on a bus advertisement}{134=On the internet, on a billboard, and on a bus advertisement}{234=At a store, on a billboard, and on a bus advertisement}{1234=All options selected}","No missing values",,,,4,0,"Nominal","Input",,,,,,
"Q32A","String","Q32a. If yes, where did you hear of Mixify or the the Balance Calories Initiative (other specify)",,"No missing values",,,,51,0,"Nominal","Input",,,,,,
"Q33","String","Q33. How old is your child?",,"No missing values",,,,18,0,"Nominal","Input",,,,,,
"Q33A","Numeric","Q33. How old is your child? Years",,"No missing values",,,,3,0,"Metric","Input",,,,,,
"Q34","Numeric","Q34. Is your child  a boy or a girl?","{1=Boy}{2=Girl}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"Q35","Numeric","Q35. How often does your child usually drink sugary drinks?","{1=Every day}{2=A few times a week}{3=Once a week}{4=Twice a month}{5=Once a month}{6=Less than once a month}{7=Never}{12=Every day and a few times a week}{15=Every day and once a month}{17=Every day and never}{23=A few times a week and once a week}{25=A few times a week and once a month}{26=A few times a week and less than once a month}{27=A few times a week and never}{36=Once a week and less than once a month}{45=Twice a month and once a month}{56=Once a month and less than once a month}{57=Once a month and never}{67=Less than once a month and never}{125=Every day, a few times a week, and once a month}{256=A few times a week, once a month, and less than once a month}{123456=Every day, a few times a week, once a week, Twice a month, once a month, and less than once a month}{1234567=All options selected}","No missing values",,,,7,0,"Nominal","Input",,,,,,
"Q36","Numeric","Q36. Yesterday, how many sugary drinks did your child drink?","{1=My child did not drink sugary drinks yesterday}{2=1 can or less (1 cup=8oz, 1 can=12 oz)}{3=2 cans (about one 20-oz bottle or 2.5 cups)}{4=3 cans (about two 20-oz bottles or 4.5 cups)}{5=4 or more cans (48 oz or more)}{12=My child did not drink sugary drinks yesterday and 1 can or less (1 cup=8oz, 1 can=12 oz)}{13=My child did not drink sugary drinks yesterday and 2 cans (about one 20-oz bottle or 2.5 cups)}{14=My child did not drink sugary drinks yesterday and 3 cans (about two 20-oz bottles or 4.5 cups)}{23=1 can or less (1 cup=8oz, 1 can=12 oz) and 2 cans (about one 20-oz bottle or 2.5 cups)}{34=2 cans (about one 20-oz bottle or 2.5 cups) and 3 cans (about two 20-oz bottles or 4.5 cups)}{45=3 cans (about two 20-oz bottles or 4.5 cups) and 4 or more cans (48 oz or more)}{124=Did not drink sugary drinks yesterday, 1 can or less, and 3 cans}{1234=Did not drink sugary drinks yesterday, 1 can or less, 2 cans, and 3 cans}{1235=Did not drink sugary drinks yesterday, 1 can or less, 2 cans, and 4 or more cans}{12345=All options selected}","No missing values",,,,5,0,"Nominal","Input",,,,,,
"Q37","Numeric","Q37. Yesterday, how much 100% juice did your child drink?","{1=My child did not drink 100% juice yesterday}{2=1 can or less (1 cup=8oz, 1 can=12 oz)}{3=2 cans (about one 20-oz bottle or 2.5 cups)}{4=3 cans (about two 20-oz bottles or 4.5 cups)}{5=4 or more cans (48 oz or more)}{12=My child did not drink 100% juice yesterday and 1 can or less (1 cup=8oz, 1 can=12 oz)}{13=My child did not drink 100% juice yesterday and 2 cans (about one 20-oz bottle or 2.5 cups)}{15=My child did not drink 100% juice yesterday and 4 or more cans (48 oz or more)}{23=1 can or less (1 cup=8oz, 1 can=12 oz) and 2 cans (about one 20-oz bottle or 2.5 cups)}{24=1 can or less (1 cup=8oz, 1 can=12 oz) and 3 cans (about two 20-oz bottles or 4.5 cups)}{25=1 can or less (1 cup=8oz, 1 can=12 oz) and 4 or more cans (48 oz or more)}{34=2 cans (about one 20-oz bottle or 2.5 cups) and 3 cans (about two 20-oz bottles or 4.5 cups)}{35=2 cans (about one 20-oz bottle or 2.5 cups) and 4 or more cans (48 oz or more)}{45=3 cans (about two 20-oz bottles or 4.5 cups) and 4 or more cans (48 oz or more)}{1234=Did not drink 100% juice yesterday, 1 can or less, 2 cans, and 3 cans}{1345=Did not drink 100% juice yesterday, 2 cans, 3 cans, and 4 or more cans}{12345=All options selected}","No missing values",,,,5,0,"Nominal","Input",,,,,,
"Q38","Numeric","Q38. Yesterday, how much tap water did your child drink?","{1=My child did not drink tap water yesterday}{2=A few sips}{3=1 cup (8 oz)}{4=2 cups}{5=3 cups}{6=4 cups or more}{12=My child did not drink tap water yesterday and A few sips}{13=My child did not drink tap water yesterday and 1 cup (8 oz)}{14=My child did not drink tap water yesterday and 2 cups}{15=My child did not drink tap water yesterday and 3 cups}{16=My child did not drink tap water yesterday and 4 cups or more}{23=A few sips and 1 cup (8 oz)}{34=1 cup (8 oz) and 2 cups}{36=1 cup (8 oz) and 4 cups or more}{45=2 cups and 3 cups}{46=2 cups and 4 cups or more}{56=3 cups and 4 cups or more}{123=My child did not drink tap water yesterday, A few sips, and 1 cup (8 oz)}{126=My child did not drink tap water yesterday, A few sips, and 4 cups or more}{1234=My child did not drink tap water yesterday, A few sips, 1 cup (8 oz), and 2 cups}{2345=A few sips, 1 cup (8 oz), 2 cups, and 3 cups}{123456=All options selected}","No missing values",,,,6,0,"Nominal","Input",,,,,,
"Q39","Numeric","Q39. Yesterday, how much bottled water did your child drink?","{1=My child did not drink bottled water yesterday}{2=Less than 1 bottle (a sip or a few sips)}{3=1 bottle (about 16-20 oz)}{4=2 bottles}{5=3 bottles}{6=4 or more bottles}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"Q40","Numeric","Q40. How much does your child weigh without shoes on?  (filler)",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"Q40A","Numeric","Q40. How much does your child weigh without shoes on?  (Pounds)",,"No missing values",,,,3,0,"Metric","Input",,,,,,
"Q41","Numeric","Q41. How tall is your child without shoes on?",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"Q41A","Numeric","Q41. How tall is your child without shoes on? Feet",,"No missing values",,,,3,0,"Metric","Input",,,,,,
"Q41B","Numeric","Q41. How tall is your child without shoes on? Inches",,"No missing values",,,,3,0,"Metric","Input",,,,,,
"STORE_ID","String","Store ID (cleaned)",,"No missing values",,,,15,0,"Nominal","Input",,,,,,
"AGE","Numeric","[Recode] Respondent age",,"No missing values",,,,2,0,"Metric","Input",,,,,,
"SURVEY_DATE","Numeric","[Recode] Date of survey",,"No missing values",,,,5,0,"Metric","Input",,,,,,
"SURVEY_MONTH","Numeric","[Recode] Month of survey",,"No missing values",,,,2,0,"Metric","Input",,,,,,
"SURVEY_YEAR","Numeric","[Recode] Year of survey",,"No missing values",,,,4,0,"Metric","Input",,,,,,
"RACE_LATINO","Numeric","[Derived] How do you describe yourself: Latino/Latina","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"RACE_BLACK","Numeric","[Derived] How do you describe yourself: Black, African American","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"RACE_WHITE","Numeric","[Derived] How do you describe yourself: White","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"RACE_ASIAN","Numeric","[Derived] How do you describe yourself: Asian or Asian American","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"RACE_PACIFIC","Numeric","[Derived] How do you describe yourself: Pacific Islander","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"RACE_AMINDIAN","Numeric","[Derived] How do you describe yourself: American Indian or Alaska Native","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"RACE_OTHER","Numeric","[Derived] How do you describe yourself: Some other race or ethnicity","{0=Not selected}{1=Selected}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"RACE_3G","Numeric","[Derived] 3 Race/Ethnicity Groups (Black, White, Multiple/Other)","{1=Black}{2=White}{3=Multi/Other}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"EDUCATION_2G","Numeric","[Derived] Education level less than bachelor's (BA) or bachelor's (BA) and above","{1=Less than BA}{2=BA or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"MARRIED","Numeric","[Derived] Marital status (married vs not married)","{1=Married}{2=Not married}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"HH_INCOME_EST","Numeric","[Derived] Estimated household income (max $75k)",,"No missing values",,,,5,0,"Metric","Input",,,,,,
"HH_INCOME_3G","Numeric","[Derived] Household income (3 categories)","{1=< 35K}{2=35K-74.9K}{3=>75K}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"HH_INCOME_2G","Numeric","[Derived] Household income (2 categories)","{1=< 50K}{2=50K +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"HH_INCOME_75","Numeric","[Derived] Household income (above/below $75k)","{1=< 75K}{2=75K +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"VISIT_FREQ","Numeric","[Recode] How often do you visit this store or restaurant?","{1=Almost every day (5-7 x/week)}{2=A few days per week (2-4 x/week)}{3=About once a week}{4=Occasionally (1-3x per month)}{5=Seldom (less than once a month)}{6=Rarely (a few times a year or less)}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"REGULAR_SODA","Numeric","[Recode] Yesterday, how much regular soda did you drink?","{1=None}{2=1 can or less}{3=2 cans}{4=3 cans}{5=4 +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"REGULAR_SODA_TOPCODE","Numeric","[Recode] Yesterday, how much regular soda did you drink? (0 to 4)",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"REGULAR_SODA_ANY","Numeric","[Recode] Yesterday, how much regular soda did you drink (any)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"REGULAR_SODA_2CANS","Numeric","[Recode] Yesterday, how much regular soda did you drink (2 cans +)","{1=< 2 cans}{2=2 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"DIET_SODA","Numeric","[Recode] Yesterday, how much diet soda did you drink?","{1=None}{2=1 can or less}{3=2 cans}{4=3 cans}{5=4 +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"DIET_SODA_TOPCODE","Numeric","[Recode] Yesterday, how much diet soda did you drink? (0 to 4)",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"DIET_SODA_ANY","Numeric","[Recode] Yesterday, how much diet soda did you drink (any)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"DIET_SODA_2CANS","Numeric","[Recode] Yesterday, how much diet soda did you drink (2 cans +)","{1=< 2 cans}{2=2 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SPORTS_DRINK","Numeric","[Recode] Yesterday, how many sports or energy drinks did you drink?","{1=None}{2=1 can or less}{3=2 cans}{4=3 cans}{5=4 +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SPORTS_DRINK_TOPCODE","Numeric","[Recode] Yesterday, how many sports or energy drinks did you drink? (0 to 4)",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"SPORTS_DRINK_ANY","Numeric","[Recode] Yesterday, how many sports or energy drinks did you drink (any)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SPORTS_DRINK_2CANS","Numeric","[Recode] Yesterday, how many sports or energy drinks did you drink (2 cans +)","{1=< 2 cans}{2=2 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"FRUIT_JUICE","Numeric","[Recode] Yesterday, how much 100% fruit juice did you drink?","{1=None}{2=1 can or less}{3=2 cans}{4=3 cans}{5=4 +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"FRUIT_JUICE_TOPCODE","Numeric","[Recode] Yesterday, how much 100% fruit juice did you drink? (0 to 4)",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"FRUIT_JUICE_ANY","Numeric","[Recode] Yesterday, how much 100% fruit juice did you drink (any)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"FRUIT_JUICE_2CANS","Numeric","[Recode] Yesterday, how much 100% fruit juice did you drink (2 cans +)","{1=< 2 cans}{2=2 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SWEET_DRINK","Numeric","[Recode] Yesterday, how much sweetened fruit/tea/coffee did you drink?","{1=None}{2=1 can or less}{3=2 cans}{4=3 cans}{5=4 +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SWEET_DRINK_TOPCODE","Numeric","[Recode] Yesterday, how much sweetened fruit/tea/coffee did you drink? (0 to 4)",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"SWEET_DRINK_ANY","Numeric","[Recode] Yesterday, how much sweetened fruit/tea/coffee did you drink (any)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SWEET_DRINK_2CANS","Numeric","[Recode] Yesterday, how much sweetened fruit/tea/coffee did you drink (2 cans +)","{1=< 2 cans}{2=2 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SSB_CONSUMPTION","Numeric","[Derived] Estimate of Sugar Sweetened Beverages (SSB) consumed yesterday (soda, sports, and sweet drinks)",,"No missing values",,,,2,0,"Metric","Input",,,,,,
"SSB_CONSUMPTION_ANY","Numeric","[Derived] Sugar Sweetened Beverages (SSB) consumed (none vs some)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SSB_CONSUMPTION_2CUP","Numeric","[Derived] Sugar Sweetened Beverages (SSB) consumed (2 or more cups)","{1=None to 1cup}{2=2+}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SSB_CONSUMPTION_3CUP","Numeric","[Derived] Sugar Sweetened Beverages (SSB) consumed (3 or more cups)","{1=None to 2cup}{2=3+}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"SSB_CONSUMPTION_4CUP","Numeric","[Derived] Sugar Sweetened Beverages (SSB) consumed (4 or more cups)","{1=None to 3cup}{2=4+}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"HEAVY_SSB","Numeric","[Derived] Indicator if consume 4 or more Sugar Sweetened Beverages (SSB)","{0=No}{1=Yes}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"TAP_WATER","Numeric","[Recode] Yesterday, how much tap water did you drink?","{1=None}{2=A few sips}{3=1 cup}{4=2 cups}{5=3 cups}{6=4 +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"TAP_WATER_TOPCODE","Numeric","[Recode] Yesterday, how much tap water did you drink? (0 to 4)",,"No missing values",,,,3,1,"Metric","Input",,,,,,
"TAP_WATER_ANY","Numeric","[Recode] Yesterday, how much tap water did you drink? (Any)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"TAP_WATER_2CUPS","Numeric","[Recode] Yesterday, how much tap water did you drink? (2 cups +)","{1=< 2 cups}{2=2 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"BOTTLED_WATER","Numeric","[Recode] Yesterday, how much bottled water did you drink?","{1=None}{2=Less than 1 bottle}{3=1 bottle}{4=2 bottles}{5=3 bottles}{6=4 +}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"BOTTLED_WATER_TOPCODE","Numeric","[Recode] Yesterday, how much bottled water did you drink? (0 to 4)",,"No missing values",,,,3,1,"Metric","Input",,,,,,
"BOTTLED_WATER_ANY","Numeric","[Recode] Yesterday, how much bottled water did you drink? (Any)","{1=None}{2=Some}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"BOTTLED_WATER_2","Numeric","[Recode] Yesterday, how much bottled water did you drink? (2 cups +)","{1=< 2 bottle}{2=2 or more}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"WATER_CONSUMPTION","Numeric","[Derived] Estimate of tap and bottled water consumed yesterday",,"No missing values",,,,1,0,"Metric","Input",,,,,,
"HOW_OFTEN","Numeric","[Recode] How often do you usually drink sugary drinks?","{1=Every day}{2=A few times a week}{3=Once a week}{4=Twice a month}{5=Once a month}{6=Less than once a month}{7=Never}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"LARGE_PORTION","Numeric","[Recode] how important is a large portion?","{1=Not at all Important}{3=Somewhat Important}{5=Very Important}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"LOW_PRICE","Numeric","[Recode] how important a low price?","{1=Not at all Important}{3=Somewhat Important}{5=Very Important}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"LOW_CALORIE","Numeric","[Recode] how important is it that the beverage is low in calories?","{1=Not at all Important}{3=Somewhat Important}{5=Very Important}","No missing values",,,,1,0,"Nominal","Input",,,,,,
"HEALTH_TAP_WATER","Numeric","[Recode] do you believe drinking tap water is healthy?","{1=Bad for health}{4=Neither}{7=Good for health}","No missing values",,,,1,0,"Metric","Input",,,,,,
"HEALTH_BOTTLED_WATER","Numeric","[Recode] do you believe drinking bottled water is healthy?","{1=Bad for health}{4=Neither}{7=Good for health}","No missing values",,,,1,0,"Metric","Input",,,,,,
"Q25A_RECODE","Numeric","[Recode] 25a. Yesterday, about how many servings of: salty snacks",,"No missing values",,,,2,0,"Metric","Input",,,,,,
"Q25B_RECODE","Numeric","[Recode] 25b. Yesterday, about how many servings of: cookies",,"No missing values",,,,4,1,"Metric","Input",,,,,,
"Q25C_RECODE","Numeric","[Recode] 25c. Yesterday, about how many servings of: candy",,"No missing values",,,,4,1,"Metric","Input",,,,,,
"Q25D_RECODE","Numeric","[Recode] 25d. Yesterday, about how many servings of: fruit",,"No missing values",,,,4,1,"Metric","Input",,,,,,
"Q25E_RECODE","Numeric","[Recode] 25e. Yesterday, about how many servings of: dark green vegetables",,"No missing values",,,,4,1,"Metric","Input",,,,,,
"Q25_SUGARSNACK","Numeric","[Derived] Servings of cookies and candy",,"No missing values",,,,4,1,"Metric","Input",,,,,,
